order_id,order_date,product,category,region,channel,units,unit_price,revenue,customer_rating,returned
ORD-1595,2025-04-03,Monitor,Electronics,East,Retail,40,249.0,9789.81,1.1,No
ORD-1596,2025-03-08,Keyboard,Accessories,North,Online,31,79.0,2870.57,2.8,Yes
ORD-1597,2025-12-02,Mouse,Accessories,Central,Retail,21,39.0,699.69,3.9,No
ORD-1598,2025-12-09,Headset,Accessories,Central,Retail,56,129.0,6995.76,1.4,No
ORD-1599,2025-05-08,Camera,Electronics,West,Retail,31,549.0,16525.66,4.4,No
ORD-1600,2025-11-10,Laptop,Electronics,South,Retail,4,999.0,3412.89,4.4,No
ORD-1601,2025-03-26,Phone,Electronics,East,Retail,5,799.0,4446.44,2.3,No
ORD-1602,2025-09-17,Tablet,Electronics,West,Online,15,429.0,6709.6,4.3,Yes
ORD-1603,2025-08-16,Monitor,Electronics,North,Online,52,249.0,13602.68,2.8,No
ORD-1604,2025-09-12,Keyboard,Accessories,North,Online,48,79.0,4090.36,2.6,No
ORD-1605,2025-01-01,Mouse,Accessories,Central,Retail,53,39.0,1822.71,3.6,No
ORD-1606,2025-10-15,Headset,Accessories,West,Distributor,14,129.0,1948.87,2.5,Yes
ORD-1607,2025-04-25,Camera,Electronics,Central,Retail,55,549.0,30468.6,3.4,No
ORD-1608,2025-07-06,Laptop,Electronics,North,Retail,46,999.0,46339.39,1.0,No
ORD-1609,2025-11-21,Phone,Electronics,Central,Distributor,52,799.0,39561.77,3.8,Yes
ORD-1610,2025-03-26,Tablet,Electronics,West,Online,32,429.0,12343.63,2.0,No
ORD-1611,2025-03-03,Monitor,Electronics,South,Online,60,249.0,17155.12,4.3,No
ORD-1612,2025-06-23,Keyboard,Accessories,North,Retail,7,79.0,616.6,1.5,No
ORD-1613,2025-08-23,Mouse,Accessories,Central,Retail,43,39.0,1771.35,4.9,Yes
ORD-1614,2025-01-25,Headset,Accessories,Central,Online,36,129.0,5467.65,4.7,No
ORD-1615,2025-04-01,Camera,Electronics,South,Online,45,549.0,26001.87,2.5,No
ORD-1616,2025-06-14,Laptop,Electronics,West,Retail,33,999.0,38191.83,4.7,No
ORD-1617,2025-05-21,Phone,Electronics,East,Online,26,799.0,24664.09,4.2,No
ORD-1618,2025-11-05,Tablet,Electronics,Central,Distributor,45,429.0,22398.68,4.4,No
ORD-1619,2025-06-10,Monitor,Electronics,Central,Retail,46,249.0,12689.73,1.8,No
ORD-1620,2025-05-29,Keyboard,Accessories,South,Retail,44,79.0,3374.68,3.0,No
ORD-1621,2025-06-15,Mouse,Accessories,East,Retail,46,39.0,1597.36,2.9,No
ORD-1622,2025-12-08,Headset,Accessories,Central,Distributor,46,129.0,5910.96,4.5,No
ORD-1623,2025-01-07,Camera,Electronics,West,Retail,34,549.0,16561.68,1.2,Yes
ORD-1624,2025-05-17,Laptop,Electronics,East,Distributor,49,999.0,55066.76,1.6,Yes
ORD-1625,2025-06-01,Phone,Electronics,North,Distributor,14,799.0,12458.5,4.3,No
ORD-1626,2025-12-12,Tablet,Electronics,South,Retail,48,429.0,21552.82,2.6,No
ORD-1627,2025-12-23,Monitor,Electronics,North,Online,19,249.0,5168.75,2.6,No
ORD-1628,2025-12-17,Keyboard,Accessories,North,Online,21,79.0,1970.96,4.0,No
ORD-1629,2025-08-15,Mouse,Accessories,East,Retail,54,39.0,1956.35,3.2,No
ORD-1630,2025-04-10,Headset,Accessories,North,Retail,19,129.0,2468.37,4.8,No
ORD-1631,2025-03-03,Camera,Electronics,East,Retail,25,549.0,11861.45,2.1,No
ORD-1632,2025-05-11,Laptop,Electronics,South,Online,1,999.0,964.73,1.6,No
ORD-1633,2025-01-27,Phone,Electronics,Central,Distributor,50,799.0,46994.53,3.0,No
ORD-1634,2025-07-03,Tablet,Electronics,East,Retail,5,429.0,2411.86,1.9,No
ORD-1635,2025-02-04,Monitor,Electronics,West,Retail,51,249.0,13039.32,3.1,No
ORD-1636,2025-04-24,Keyboard,Accessories,East,Distributor,57,79.0,4163.81,2.4,No
ORD-1637,2025-11-13,Mouse,Accessories,Central,Online,34,39.0,1347.48,1.5,No
ORD-1638,2025-05-04,Headset,Accessories,Central,Retail,58,129.0,8041.6,4.8,No
ORD-1639,2025-06-14,Camera,Electronics,North,Online,25,549.0,16066.16,2.0,No
ORD-1640,2025-01-13,Laptop,Electronics,East,Retail,59,999.0,60762.5,4.2,No
ORD-1641,2025-01-23,Phone,Electronics,South,Distributor,19,799.0,17676.73,3.1,No
ORD-1642,2025-03-27,Tablet,Electronics,North,Online,50,429.0,22271.35,1.8,No
ORD-1643,2025-04-20,Monitor,Electronics,North,Retail,56,249.0,15197.45,3.2,No
ORD-1644,2025-08-11,Keyboard,Accessories,North,Retail,42,79.0,3768.8,1.1,No
ORD-1645,2025-01-20,Mouse,Accessories,South,Distributor,6,39.0,204.9,3.2,No
ORD-1646,2025-04-27,Headset,Accessories,West,Online,59,129.0,7158.35,3.5,No
ORD-1647,2025-01-09,Camera,Electronics,Central,Online,25,549.0,14900.61,3.6,No
ORD-1648,2025-10-27,Laptop,Electronics,North,Distributor,3,999.0,3282.64,4.7,No
ORD-1649,2025-12-18,Phone,Electronics,East,Online,20,799.0,16975.52,2.5,No
ORD-1650,2025-01-16,Tablet,Electronics,South,Retail,31,429.0,12031.78,4.0,No
ORD-1651,2025-10-07,Monitor,Electronics,South,Distributor,19,249.0,5611.19,3.7,No
ORD-1652,2025-11-28,Keyboard,Accessories,North,Retail,24,79.0,2246.93,4.5,No
ORD-1653,2025-01-22,Mouse,Accessories,West,Retail,1,39.0,40.97,3.2,No
ORD-1654,2025-04-18,Headset,Accessories,East,Retail,48,129.0,6870.03,2.7,No
ORD-1655,2025-09-20,Camera,Electronics,South,Retail,10,549.0,4975.77,4.3,No
ORD-1656,2025-04-03,Laptop,Electronics,North,Retail,43,999.0,48536.3,2.8,No
ORD-1657,2025-05-29,Phone,Electronics,North,Retail,43,799.0,30013.48,3.9,No
ORD-1658,2025-06-19,Tablet,Electronics,South,Online,23,429.0,8829.73,2.1,Yes
ORD-1659,2025-04-10,Monitor,Electronics,East,Retail,21,249.0,5333.85,3.6,No
ORD-1660,2025-03-20,Keyboard,Accessories,East,Online,37,79.0,3064.48,1.7,No
ORD-1661,2025-04-24,Mouse,Accessories,West,Distributor,46,39.0,1989.43,4.4,No
ORD-1662,2025-06-19,Headset,Accessories,West,Distributor,57,129.0,7485.24,4.1,No
ORD-1663,2025-02-25,Camera,Electronics,North,Distributor,12,549.0,7088.31,4.4,No
ORD-1664,2025-10-03,Laptop,Electronics,North,Online,13,999.0,12235.47,4.6,No
ORD-1665,2025-11-20,Phone,Electronics,Central,Online,2,799.0,1812.81,4.1,No
ORD-1666,2025-01-19,Tablet,Electronics,Central,Online,36,429.0,14536.14,3.6,No
ORD-1667,2025-07-20,Monitor,Electronics,Central,Distributor,15,249.0,4340.08,1.5,No
ORD-1668,2025-02-16,Keyboard,Accessories,North,Retail,26,79.0,2007.48,4.4,No
ORD-1669,2025-11-11,Mouse,Accessories,Central,Retail,44,39.0,1558.21,2.8,No
ORD-1670,2025-10-17,Headset,Accessories,South,Online,43,129.0,6408.27,4.8,Yes
ORD-1671,2025-09-07,Camera,Electronics,East,Retail,15,549.0,7180.93,1.2,No
ORD-1672,2025-07-04,Laptop,Electronics,West,Online,25,999.0,25334.29,1.2,No
ORD-1673,2025-02-22,Phone,Electronics,East,Distributor,46,799.0,43698.83,3.3,No
ORD-1674,2025-07-12,Tablet,Electronics,Central,Online,42,429.0,17702.35,3.1,No
ORD-1675,2025-04-25,Monitor,Electronics,East,Online,34,249.0,8398.65,4.2,No
ORD-1676,2025-01-04,Keyboard,Accessories,West,Retail,33,79.0,3020.76,1.9,No
ORD-1677,2025-05-24,Mouse,Accessories,South,Distributor,14,39.0,492.81,3.4,No
ORD-1678,2025-12-05,Headset,Accessories,East,Online,15,129.0,1925.55,2.9,No
ORD-1679,2025-04-18,Camera,Electronics,West,Online,38,549.0,18910.07,2.0,No
ORD-1680,2025-10-31,Laptop,Electronics,Central,Online,11,999.0,9858.82,4.6,No
ORD-1681,2025-03-27,Phone,Electronics,Central,Online,17,799.0,15930.91,3.4,No
ORD-1682,2025-01-10,Tablet,Electronics,East,Online,57,429.0,26943.33,1.9,No
ORD-1683,2025-08-30,Monitor,Electronics,South,Online,56,249.0,14203.13,3.4,No
ORD-1684,2025-04-04,Keyboard,Accessories,East,Retail,40,79.0,3415.57,3.9,No
ORD-1685,2025-08-21,Mouse,Accessories,South,Online,39,39.0,1607.25,2.5,No
ORD-1686,2025-04-14,Headset,Accessories,Central,Online,34,129.0,5047.66,4.3,No
ORD-1687,2025-04-01,Camera,Electronics,Central,Online,31,549.0,19836.71,4.5,No
ORD-1688,2025-03-02,Laptop,Electronics,South,Retail,6,999.0,6106.59,3.2,Yes
ORD-1689,2025-12-14,Phone,Electronics,West,Distributor,42,799.0,33592.36,4.5,No
ORD-1690,2025-08-08,Tablet,Electronics,West,Online,15,429.0,7583.31,2.4,No
ORD-1691,2025-12-23,Monitor,Electronics,South,Distributor,37,249.0,8146.14,2.9,No
ORD-1692,2025-02-12,Keyboard,Accessories,Central,Online,19,79.0,1590.16,2.0,Yes
ORD-1693,2025-01-04,Mouse,Accessories,Central,Online,37,39.0,1490.46,2.5,No
ORD-1694,2025-06-11,Headset,Accessories,South,Online,27,129.0,3402.17,3.6,No
ORD-1695,2025-10-02,Camera,Electronics,Central,Distributor,28,549.0,16104.24,5.0,No
ORD-1696,2025-04-15,Laptop,Electronics,Central,Online,27,999.0,28139.22,1.7,No
ORD-1697,2025-09-05,Phone,Electronics,Central,Distributor,17,799.0,16244.97,4.1,No
ORD-1698,2025-03-12,Tablet,Electronics,North,Retail,55,429.0,27189.48,2.8,No
ORD-1699,2025-03-24,Monitor,Electronics,West,Distributor,7,249.0,1612.38,4.2,No
ORD-1700,2025-12-17,Keyboard,Accessories,West,Online,46,79.0,3155.11,4.2,No
ORD-1701,2025-08-30,Mouse,Accessories,North,Online,60,39.0,2480.6,2.1,No
ORD-1702,2025-11-08,Headset,Accessories,West,Retail,3,129.0,427.08,3.6,No
ORD-1703,2025-11-02,Camera,Electronics,South,Online,4,549.0,2593.48,2.8,No
ORD-1704,2025-12-03,Laptop,Electronics,East,Retail,60,999.0,67814.23,1.1,No
ORD-1705,2025-09-22,Phone,Electronics,South,Online,45,799.0,33477.16,2.4,No
ORD-1706,2025-03-22,Tablet,Electronics,West,Distributor,6,429.0,3085.93,3.7,No
ORD-1707,2025-04-13,Monitor,Electronics,North,Online,34,249.0,7241.63,3.2,No
ORD-1708,2025-10-14,Keyboard,Accessories,East,Distributor,59,79.0,4912.82,1.9,No
ORD-1709,2025-08-21,Mouse,Accessories,North,Distributor,60,39.0,2319.84,1.7,No
ORD-1710,2025-10-14,Headset,Accessories,East,Online,5,129.0,661.84,4.2,No
ORD-1711,2025-10-03,Camera,Electronics,East,Online,53,549.0,32812.29,4.9,No
ORD-1712,2025-05-05,Laptop,Electronics,West,Online,49,999.0,47427.71,4.6,No
ORD-1713,2025-09-04,Phone,Electronics,West,Retail,8,799.0,6009.99,3.7,No
ORD-1714,2025-06-11,Tablet,Electronics,Central,Retail,27,429.0,13718.97,1.0,No
ORD-1715,2025-05-08,Monitor,Electronics,East,Online,19,249.0,4175.36,3.2,No
ORD-1716,2025-06-10,Keyboard,Accessories,Central,Distributor,23,79.0,1683.45,1.7,No
ORD-1717,2025-04-08,Mouse,Accessories,South,Retail,32,39.0,1382.77,4.5,No
ORD-1718,2025-04-14,Headset,Accessories,Central,Distributor,54,129.0,6529.88,1.6,No
ORD-1719,2025-02-10,Camera,Electronics,West,Retail,44,549.0,28613.33,1.0,No
ORD-1720,2025-01-22,Laptop,Electronics,Central,Distributor,55,999.0,55978.09,3.0,No
ORD-1721,2025-10-22,Phone,Electronics,South,Retail,56,799.0,42334.83,2.1,No
ORD-1722,2025-10-23,Tablet,Electronics,West,Online,9,429.0,3355.02,4.8,Yes
ORD-1723,2025-06-27,Monitor,Electronics,South,Online,26,249.0,7452.48,4.9,No
ORD-1724,2025-08-24,Keyboard,Accessories,North,Retail,21,79.0,1810.34,2.5,No
ORD-1725,2025-07-05,Mouse,Accessories,South,Retail,40,39.0,1796.57,2.1,No
ORD-1726,2025-11-10,Headset,Accessories,West,Online,22,129.0,2775.77,1.8,No
ORD-1727,2025-07-10,Camera,Electronics,East,Online,24,549.0,15139.41,1.7,No
ORD-1728,2025-10-22,Laptop,Electronics,North,Distributor,44,999.0,40879.01,4.2,No
ORD-1729,2025-07-15,Phone,Electronics,South,Online,13,799.0,9359.16,4.2,No
ORD-1730,2025-09-13,Tablet,Electronics,Central,Retail,9,429.0,4627.2,3.9,No
ORD-1731,2025-06-03,Monitor,Electronics,Central,Online,17,249.0,4430.89,2.6,No
ORD-1732,2025-01-31,Keyboard,Accessories,West,Online,14,79.0,1255.13,2.8,No
ORD-1733,2025-07-04,Mouse,Accessories,East,Distributor,24,39.0,979.17,1.1,No
ORD-1734,2025-12-14,Headset,Accessories,Central,Retail,39,129.0,4626.69,1.7,No
ORD-1735,2025-07-01,Camera,Electronics,West,Online,21,549.0,12516.08,4.6,No
ORD-1736,2025-05-27,Laptop,Electronics,South,Retail,30,999.0,32100.85,3.6,No
ORD-1737,2025-08-04,Phone,Electronics,West,Online,41,799.0,34865.68,1.3,No
ORD-1738,2025-06-10,Tablet,Electronics,East,Retail,21,429.0,9716.7,3.6,No
ORD-1739,2025-08-16,Monitor,Electronics,East,Retail,50,249.0,14342.18,3.1,No
ORD-1740,2025-03-27,Keyboard,Accessories,South,Retail,12,79.0,1089.23,3.6,No
ORD-1741,2025-12-25,Mouse,Accessories,South,Online,48,39.0,1643.66,1.4,Yes
ORD-1742,2025-08-31,Headset,Accessories,West,Retail,36,129.0,4034.89,4.1,No
ORD-1743,2025-05-15,Camera,Electronics,West,Distributor,40,549.0,19859.44,1.9,No
ORD-1744,2025-08-15,Laptop,Electronics,Central,Retail,41,999.0,36627.34,1.1,No
ORD-1745,2025-06-16,Phone,Electronics,Central,Distributor,56,799.0,45489.17,3.2,No
ORD-1746,2025-12-24,Tablet,Electronics,Central,Online,35,429.0,13693.12,3.5,No
ORD-1747,2025-10-16,Monitor,Electronics,Central,Distributor,28,249.0,7203.55,4.6,No
ORD-1748,2025-04-27,Keyboard,Accessories,East,Distributor,52,79.0,3620.56,2.6,No
ORD-1749,2025-01-06,Mouse,Accessories,South,Distributor,1,39.0,40.29,2.1,No
ORD-1750,2025-12-19,Headset,Accessories,West,Distributor,60,129.0,7911.64,1.0,No
ORD-1751,2025-05-30,Camera,Electronics,North,Retail,39,549.0,19932.04,2.5,No
ORD-1752,2025-10-15,Laptop,Electronics,South,Online,28,999.0,27640.9,4.3,No
ORD-1753,2025-02-10,Phone,Electronics,Central,Retail,28,799.0,23912.6,4.2,No
ORD-1754,2025-05-26,Tablet,Electronics,East,Online,42,429.0,20000.42,1.8,Yes
ORD-1755,2025-03-11,Monitor,Electronics,West,Retail,19,249.0,4204.08,2.8,No
ORD-1756,2025-09-09,Keyboard,Accessories,South,Online,13,79.0,988.21,4.9,Yes
ORD-1757,2025-02-22,Mouse,Accessories,West,Online,19,39.0,699.67,1.9,No
ORD-1758,2025-09-10,Headset,Accessories,East,Online,14,129.0,1751.22,5.0,No
ORD-1759,2025-01-17,Camera,Electronics,South,Online,22,549.0,10605.43,2.1,No
ORD-1760,2025-10-06,Laptop,Electronics,East,Online,31,999.0,28292.08,4.3,No
ORD-1761,2026-01-01,Phone,Electronics,West,Retail,16,799.0,12588.14,4.0,Yes
ORD-1762,2025-08-24,Tablet,Electronics,Central,Retail,48,429.0,23059.92,2.9,No
ORD-1763,2025-06-09,Monitor,Electronics,North,Retail,60,249.0,14388.3,3.1,No
ORD-1764,2025-11-23,Keyboard,Accessories,North,Retail,20,79.0,1452.89,4.9,No
ORD-1765,2025-08-11,Mouse,Accessories,East,Retail,21,39.0,700.47,1.5,No
ORD-1766,2025-01-05,Headset,Accessories,West,Retail,3,129.0,407.66,1.6,No
ORD-1767,2025-05-08,Camera,Electronics,Central,Distributor,11,549.0,6189.8,4.7,No
ORD-1768,2025-11-17,Laptop,Electronics,South,Retail,4,999.0,3480.2,4.2,No
ORD-1769,2025-04-30,Phone,Electronics,East,Online,21,799.0,20027.19,3.9,Yes
ORD-1770,2025-07-13,Tablet,Electronics,East,Online,23,429.0,10888.63,2.9,No
ORD-1771,2025-05-31,Monitor,Electronics,South,Retail,35,249.0,9533.89,1.7,No
ORD-1772,2025-08-28,Keyboard,Accessories,Central,Retail,18,79.0,1640.54,1.6,No
ORD-1773,2025-08-19,Mouse,Accessories,Central,Distributor,19,39.0,842.37,2.8,No
ORD-1774,2025-09-17,Headset,Accessories,North,Retail,25,129.0,3569.37,4.4,No
ORD-1775,2025-05-03,Camera,Electronics,Central,Online,21,549.0,12709.01,1.8,No
ORD-1776,2025-10-10,Laptop,Electronics,East,Online,10,999.0,10634.99,3.6,No
ORD-1777,2025-09-25,Phone,Electronics,South,Retail,43,799.0,30005.27,4.5,No
ORD-1778,2025-09-06,Tablet,Electronics,Central,Online,13,429.0,4933.21,3.6,No
ORD-1779,2025-12-26,Monitor,Electronics,East,Retail,38,249.0,8890.29,3.4,Yes
ORD-1780,2025-04-17,Keyboard,Accessories,North,Online,42,79.0,3390.97,4.2,Yes
ORD-1781,2025-10-13,Mouse,Accessories,West,Distributor,48,39.0,2205.94,4.2,Yes
ORD-1782,2025-11-12,Headset,Accessories,North,Distributor,18,129.0,2403.64,1.3,No
ORD-1783,2025-09-23,Camera,Electronics,South,Retail,7,549.0,3402.7,2.5,No
ORD-1784,2025-12-03,Laptop,Electronics,South,Retail,16,999.0,16775.36,4.0,No
ORD-1785,2025-02-24,Phone,Electronics,East,Online,50,799.0,42887.06,3.8,No
ORD-1786,2025-02-23,Tablet,Electronics,Central,Online,11,429.0,5320.02,3.0,No
ORD-1787,2025-10-01,Monitor,Electronics,East,Distributor,39,249.0,9760.08,3.2,No
ORD-1788,2025-07-10,Keyboard,Accessories,West,Distributor,27,79.0,2383.55,3.4,No
ORD-1789,2025-04-20,Mouse,Accessories,East,Distributor,25,39.0,1090.05,4.8,No
ORD-1790,2025-07-23,Headset,Accessories,East,Retail,1,129.0,142.44,1.1,No
ORD-1791,2025-06-04,Camera,Electronics,South,Retail,1,549.0,524.36,4.4,Yes
ORD-1792,2025-12-20,Laptop,Electronics,Central,Retail,53,999.0,50118.84,3.2,No
ORD-1793,2025-03-21,Phone,Electronics,East,Retail,7,799.0,4827.92,1.6,No
ORD-1794,2025-10-26,Tablet,Electronics,East,Online,16,429.0,6394.15,3.3,No
ORD-1795,2025-04-22,Monitor,Electronics,East,Online,47,249.0,10263.77,1.7,No
ORD-1796,2025-12-20,Keyboard,Accessories,North,Retail,45,79.0,3738.73,3.6,Yes
ORD-1797,2025-10-23,Mouse,Accessories,North,Distributor,25,39.0,855.53,2.4,No
ORD-1798,2025-08-02,Headset,Accessories,South,Retail,60,129.0,8929.95,4.7,No
ORD-1799,2025-11-20,Camera,Electronics,Central,Online,25,549.0,11926.27,2.3,No
ORD-1800,2025-06-17,Laptop,Electronics,South,Online,33,999.0,36073.12,3.7,No
ORD-1801,2025-08-17,Phone,Electronics,Central,Online,49,799.0,41433.36,1.9,No
ORD-1802,2025-07-21,Tablet,Electronics,North,Online,10,429.0,3844.98,3.3,Yes
ORD-1803,2025-07-24,Monitor,Electronics,Central,Online,17,249.0,3724.1,4.1,No
ORD-1804,2025-03-11,Keyboard,Accessories,West,Online,31,79.0,2561.05,3.6,No
ORD-1805,2025-11-12,Mouse,Accessories,South,Online,48,39.0,1934.69,2.1,No
ORD-1806,2025-12-17,Headset,Accessories,North,Online,60,129.0,8139.43,2.7,No
ORD-1807,2025-06-14,Camera,Electronics,North,Distributor,23,549.0,13357.56,1.7,No
ORD-1808,2025-08-15,Laptop,Electronics,North,Retail,40,999.0,36005.42,1.8,No
ORD-1809,2025-02-13,Phone,Electronics,South,Retail,8,799.0,7087.79,4.7,No
ORD-1810,2025-05-28,Tablet,Electronics,North,Distributor,1,429.0,416.19,2.8,Yes
ORD-1811,2025-04-18,Monitor,Electronics,South,Retail,48,249.0,12409.78,3.1,No
ORD-1812,2025-09-05,Keyboard,Accessories,South,Online,40,79.0,3493.3,2.5,No
ORD-1813,2025-09-27,Mouse,Accessories,North,Distributor,3,39.0,109.91,1.8,No
ORD-1814,2025-05-19,Headset,Accessories,North,Online,4,129.0,522.57,2.6,No
ORD-1815,2025-12-04,Camera,Electronics,North,Distributor,24,549.0,15185.32,4.5,No
ORD-1816,2025-04-29,Laptop,Electronics,North,Distributor,25,999.0,25674.03,2.9,No
ORD-1817,2025-02-15,Phone,Electronics,West,Retail,12,799.0,8817.19,4.7,Yes
ORD-1818,2025-05-07,Tablet,Electronics,East,Online,60,429.0,26648.5,2.6,No
ORD-1819,2025-06-27,Monitor,Electronics,East,Retail,44,249.0,10662.05,5.0,No
ORD-1820,2025-05-22,Keyboard,Accessories,East,Online,52,79.0,3580.96,4.6,No
ORD-1821,2025-01-16,Mouse,Accessories,South,Retail,36,39.0,1659.8,2.4,No
ORD-1822,2025-03-12,Headset,Accessories,Central,Retail,6,129.0,855.63,4.5,No
ORD-1823,2025-08-02,Camera,Electronics,West,Distributor,16,549.0,9227.72,4.6,No
ORD-1824,2025-10-05,Laptop,Electronics,South,Retail,9,999.0,8292.98,3.2,No
ORD-1825,2025-03-12,Phone,Electronics,Central,Retail,20,799.0,17433.96,2.7,No
ORD-1826,2025-03-16,Tablet,Electronics,South,Distributor,42,429.0,21199.27,1.3,No
ORD-1827,2025-03-02,Monitor,Electronics,South,Online,12,249.0,2871.94,4.1,No
ORD-1828,2025-07-31,Keyboard,Accessories,East,Retail,27,79.0,2039.51,4.1,No
ORD-1829,2025-04-05,Mouse,Accessories,Central,Retail,2,39.0,87.11,2.1,No
ORD-1830,2025-04-29,Headset,Accessories,North,Distributor,39,129.0,4685.19,1.3,No
ORD-1831,2025-03-10,Camera,Electronics,West,Distributor,33,549.0,20764.77,1.7,No
ORD-1832,2025-08-31,Laptop,Electronics,South,Online,9,999.0,8157.76,2.6,No
ORD-1833,2025-05-19,Phone,Electronics,South,Retail,27,799.0,20017.46,1.3,No
ORD-1834,2025-08-13,Tablet,Electronics,East,Online,56,429.0,25608.88,4.6,No
ORD-1835,2025-01-22,Monitor,Electronics,West,Distributor,39,249.0,10753.63,2.6,No
ORD-1836,2025-10-20,Keyboard,Accessories,North,Retail,39,79.0,3197.02,1.4,No
ORD-1837,2025-01-22,Mouse,Accessories,Central,Retail,57,39.0,2664.36,2.6,No
ORD-1838,2025-10-13,Headset,Accessories,North,Retail,25,129.0,3323.83,2.2,No
ORD-1839,2025-06-05,Camera,Electronics,West,Retail,50,549.0,31283.87,2.7,No
ORD-1840,2025-01-28,Laptop,Electronics,South,Online,45,999.0,46345.88,4.3,No
ORD-1841,2025-09-14,Phone,Electronics,Central,Retail,8,799.0,5835.38,1.5,No
ORD-1842,2025-08-19,Tablet,Electronics,Central,Retail,2,429.0,783.02,4.5,No
ORD-1843,2025-06-15,Monitor,Electronics,South,Online,45,249.0,12067.8,1.4,No
ORD-1844,2025-11-21,Keyboard,Accessories,West,Retail,24,79.0,1668.21,3.4,No
ORD-1845,2025-10-09,Mouse,Accessories,South,Distributor,25,39.0,843.73,3.3,No
ORD-1846,2025-03-18,Headset,Accessories,South,Online,11,129.0,1637.65,2.7,No
ORD-1847,2025-08-17,Camera,Electronics,North,Retail,19,549.0,11153.44,4.8,Yes
ORD-1848,2025-05-10,Laptop,Electronics,West,Retail,1,999.0,1009.51,4.2,No
ORD-1849,2025-09-10,Phone,Electronics,West,Online,16,799.0,11836.78,2.6,Yes
ORD-1850,2025-11-04,Tablet,Electronics,Central,Distributor,1,429.0,401.39,3.5,No
ORD-1851,2025-04-17,Monitor,Electronics,North,Distributor,4,249.0,911.04,1.1,No
ORD-1852,2025-12-08,Keyboard,Accessories,East,Distributor,37,79.0,3341.88,4.7,Yes
ORD-1853,2025-08-02,Mouse,Accessories,East,Retail,12,39.0,424.23,3.6,No
ORD-1854,2025-10-21,Headset,Accessories,West,Retail,51,129.0,6886.65,2.4,Yes
ORD-1855,2025-06-03,Camera,Electronics,West,Online,21,549.0,11286.88,4.0,No
ORD-1856,2025-02-03,Laptop,Electronics,North,Distributor,19,999.0,19261.65,2.3,No
ORD-1857,2025-04-18,Phone,Electronics,North,Online,45,799.0,33192.5,3.3,No
ORD-1858,2025-09-28,Tablet,Electronics,Central,Distributor,6,429.0,2623.63,2.7,No
ORD-1859,2025-05-13,Monitor,Electronics,Central,Distributor,34,249.0,8900.31,4.7,No
ORD-1860,2025-09-12,Keyboard,Accessories,West,Online,34,79.0,2968.61,4.2,No
ORD-1861,2025-04-30,Mouse,Accessories,South,Online,46,39.0,1707.3,1.5,No
ORD-1862,2025-03-02,Headset,Accessories,Central,Online,48,129.0,7101.14,2.7,No
ORD-1863,2025-10-14,Camera,Electronics,North,Retail,52,549.0,30635.61,3.8,No
ORD-1864,2025-02-04,Laptop,Electronics,Central,Distributor,20,999.0,19082.89,4.1,No
ORD-1865,2025-06-20,Phone,Electronics,Central,Retail,22,799.0,17377.91,4.8,No
ORD-1866,2025-04-10,Tablet,Electronics,West,Online,22,429.0,10776.68,4.2,No
ORD-1867,2025-09-04,Monitor,Electronics,Central,Distributor,10,249.0,2663.11,2.8,No
ORD-1868,2025-01-29,Keyboard,Accessories,Central,Distributor,54,79.0,4404.11,3.2,Yes
ORD-1869,2025-10-23,Mouse,Accessories,East,Online,44,39.0,1657.83,4.9,No
ORD-1870,2025-01-16,Headset,Accessories,Central,Retail,22,129.0,3389.33,3.3,No
ORD-1871,2025-11-01,Camera,Electronics,East,Distributor,8,549.0,5062.25,3.8,No
ORD-1872,2025-02-14,Laptop,Electronics,East,Online,32,999.0,36985.92,4.3,No
ORD-1873,2025-09-26,Phone,Electronics,East,Online,20,799.0,14561.85,4.1,No
ORD-1874,2025-08-16,Tablet,Electronics,West,Retail,33,429.0,12157.0,1.6,No
ORD-1875,2025-09-05,Monitor,Electronics,East,Distributor,47,249.0,13527.0,1.6,No
ORD-1876,2025-09-22,Keyboard,Accessories,South,Online,44,79.0,4162.34,2.8,No
ORD-1877,2025-09-25,Mouse,Accessories,North,Retail,8,39.0,265.65,4.5,No
ORD-1878,2025-01-24,Headset,Accessories,East,Online,7,129.0,932.08,3.3,No
ORD-1879,2025-04-18,Camera,Electronics,East,Distributor,21,549.0,10608.92,3.1,No
ORD-1880,2025-12-10,Laptop,Electronics,South,Distributor,8,999.0,7555.87,1.5,No
ORD-1881,2025-10-14,Phone,Electronics,Central,Distributor,33,799.0,23356.72,3.2,No
ORD-1882,2025-12-27,Tablet,Electronics,South,Retail,52,429.0,21173.5,1.3,No
ORD-1883,2025-06-23,Monitor,Electronics,South,Online,35,249.0,8760.99,2.9,No
ORD-1884,2025-02-24,Keyboard,Accessories,West,Online,25,79.0,1715.94,1.7,No
ORD-1885,2025-10-31,Mouse,Accessories,West,Retail,41,39.0,1827.12,2.4,No
ORD-1886,2025-04-12,Headset,Accessories,Central,Online,46,129.0,6619.03,4.9,No
ORD-1887,2025-08-27,Camera,Electronics,West,Online,37,549.0,18203.06,2.8,No
ORD-1888,2025-12-30,Laptop,Electronics,South,Retail,50,999.0,50593.8,1.6,No
ORD-1889,2025-05-13,Phone,Electronics,South,Distributor,59,799.0,46066.53,4.2,No
ORD-1890,2025-08-21,Tablet,Electronics,West,Online,32,429.0,11814.21,2.4,No
ORD-1891,2025-03-29,Monitor,Electronics,Central,Retail,19,249.0,5292.95,1.5,No
