customer_id,tenure_months,monthly_charges,total_charges,plan,contract,payment_method,senior_citizen,support_calls,avg_call_minutes,churn
C-10662,113,99.88,11314.71,Premium Plus,Two year,Bank transfer,0,6,691.4,No
C-10663,78,70.32,5539.7,Premium Plus,Month-to-month,Bank transfer,1,4,157.1,Yes
C-10664,85,57.59,4658.25,Premium,Month-to-month,Credit card,0,2,437.9,Yes
C-10665,23,99.38,2378.01,Premium Plus,Month-to-month,Bank transfer,0,7,395.4,No
C-10666,108,108.24,12213.31,Premium Plus,Month-to-month,Electronic check,0,4,374.2,Yes
C-10667,63,110.94,6998.0,Premium Plus,Month-to-month,Credit card,0,0,844.5,Yes
C-10668,99,55.25,5738.92,Standard,One year,Mailed check,1,8,286.5,Yes
C-10669,5,41.87,211.71,Premium,Month-to-month,Bank transfer,0,5,299.3,Yes
C-10670,5,78.56,399.33,Premium Plus,One year,Electronic check,0,2,843.7,No
C-10671,83,86.06,6887.41,Premium Plus,Two year,Mailed check,0,1,578.2,No
C-10672,43,42.02,1792.11,Basic,One year,Mailed check,0,6,731.6,Yes
C-10673,19,74.71,1470.43,Premium,Month-to-month,Bank transfer,0,7,721.1,Yes
C-10674,32,111.51,3553.91,Standard,Two year,Bank transfer,0,5,774.5,Yes
C-10675,46,75.86,3548.1,Premium,Two year,Bank transfer,0,3,250.0,No
C-10676,4,68.34,286.79,Premium,Two year,Electronic check,0,4,733.4,No
C-10677,38,102.41,4049.26,Standard,Month-to-month,Electronic check,1,8,484.9,Yes
C-10678,96,59.99,5748.2,Premium,One year,Electronic check,0,5,837.9,Yes
C-10679,4,60.59,238.33,Premium Plus,Month-to-month,Bank transfer,0,1,318.7,No
C-10680,112,112.78,12296.77,Premium Plus,Two year,Mailed check,0,2,342.3,No
C-10681,67,57.68,3674.61,Basic,Month-to-month,Credit card,0,7,813.1,No
C-10682,13,20.21,259.23,Standard,Month-to-month,Bank transfer,0,1,94.0,No
C-10683,42,30.0,1221.22,Basic,Month-to-month,Mailed check,0,6,752.3,No
C-10684,100,46.73,4725.68,Premium,Two year,Mailed check,1,1,448.4,Yes
C-10685,39,84.35,3135.71,Basic,One year,Bank transfer,0,2,643.7,No
C-10686,108,115.17,12336.33,Premium,One year,Mailed check,0,4,619.7,No
C-10687,28,66.13,1780.86,Standard,Month-to-month,Electronic check,0,7,165.9,No
C-10688,9,97.04,865.49,Premium,Two year,Bank transfer,0,3,812.3,Yes
C-10689,3,35.65,110.73,Standard,One year,Bank transfer,0,6,216.7,Yes
C-10690,111,85.83,9827.98,Premium Plus,Two year,Credit card,1,5,864.8,No
C-10691,13,106.92,1457.84,Standard,One year,Mailed check,0,0,802.7,No
C-10692,33,80.39,2724.73,Premium,Month-to-month,Bank transfer,0,5,732.2,Yes
C-10693,59,20.27,1217.5,Premium Plus,Two year,Bank transfer,0,8,388.2,Yes
C-10694,31,96.97,2943.0,Basic,One year,Credit card,1,0,299.0,No
C-10695,4,78.93,314.57,Basic,One year,Mailed check,1,5,761.2,Yes
C-10696,32,46.47,1471.4,Basic,Month-to-month,Electronic check,0,8,252.5,No
C-10697,32,43.9,1447.41,Basic,One year,Credit card,0,0,481.5,Yes
C-10698,46,86.33,3886.82,Premium Plus,Two year,Electronic check,0,3,837.5,No
C-10699,90,92.57,8272.56,Standard,Two year,Bank transfer,0,3,855.1,Yes
C-10700,1,32.99,32.71,Premium,Month-to-month,Credit card,0,3,672.5,No
C-10701,52,96.51,5088.29,Premium,One year,Electronic check,1,2,793.5,No
C-10702,2,26.6,51.19,Premium,Month-to-month,Credit card,0,8,162.6,Yes
C-10703,38,55.63,2123.52,Basic,One year,Bank transfer,0,0,825.2,No
C-10704,7,36.23,245.85,Premium,Month-to-month,Bank transfer,0,0,345.8,No
C-10705,86,30.36,2606.63,Premium Plus,Month-to-month,Electronic check,0,3,761.0,No
C-10706,114,97.08,10560.21,Premium Plus,One year,Credit card,0,3,63.1,Yes
C-10707,49,118.77,5533.07,Premium,Two year,Bank transfer,0,7,131.6,No
C-10708,11,72.05,831.87,Basic,Two year,Bank transfer,0,1,585.0,No
C-10709,6,51.71,321.39,Premium,Two year,Electronic check,1,4,618.5,Yes
C-10710,24,45.83,1152.86,Premium Plus,Month-to-month,Bank transfer,0,1,478.6,No
C-10711,43,22.27,922.89,Premium,One year,Electronic check,0,5,155.2,Yes
C-10712,42,51.83,2085.18,Basic,Month-to-month,Electronic check,0,4,321.7,No
C-10713,12,74.89,890.02,Premium,Two year,Electronic check,0,4,831.8,Yes
C-10714,75,85.79,6723.14,Premium,Two year,Electronic check,0,1,808.8,Yes
C-10715,4,100.95,421.55,Premium Plus,Two year,Mailed check,0,1,340.6,Yes
C-10716,23,111.82,2630.69,Basic,Two year,Mailed check,1,2,679.8,No
C-10717,31,20.53,616.54,Premium,Two year,Mailed check,0,0,421.0,No
C-10718,79,102.5,8025.87,Premium,One year,Bank transfer,0,4,269.2,No
C-10719,12,62.02,721.26,Premium Plus,Month-to-month,Bank transfer,1,2,544.4,No
C-10720,12,44.88,551.01,Basic,Month-to-month,Credit card,1,2,870.8,No
C-10721,38,77.46,2917.98,Standard,Two year,Bank transfer,0,3,435.5,No
C-10722,24,84.8,2067.67,Basic,One year,Bank transfer,0,7,617.0,No
C-10723,16,58.92,941.77,Standard,Two year,Bank transfer,1,6,101.1,No
C-10724,4,66.36,257.58,Basic,Month-to-month,Electronic check,0,4,178.2,Yes
C-10725,39,62.62,2463.3,Basic,One year,Bank transfer,0,4,601.2,No
C-10726,103,88.84,9132.54,Premium,One year,Credit card,1,2,74.4,No
C-10727,35,68.59,2306.98,Standard,Two year,Bank transfer,0,8,274.0,No
C-10728,9,106.2,999.49,Premium,Two year,Electronic check,0,3,815.0,Yes
C-10729,40,95.77,3696.38,Standard,Two year,Electronic check,0,5,705.5,No
C-10730,91,54.13,5034.63,Premium Plus,Month-to-month,Credit card,0,4,644.7,No
C-10731,46,39.95,1849.47,Premium Plus,Two year,Electronic check,1,6,456.4,No
C-10732,28,52.47,1444.69,Premium,One year,Mailed check,0,6,864.3,No
C-10733,6,27.63,165.23,Standard,Month-to-month,Electronic check,0,1,632.0,Yes
C-10734,119,33.57,3799.76,Standard,Month-to-month,Credit card,0,1,892.7,Yes
C-10735,103,29.35,3111.05,Standard,Two year,Mailed check,0,0,459.9,No
C-10736,45,36.7,1636.94,Basic,One year,Bank transfer,1,1,134.5,No
C-10737,34,47.77,1616.44,Premium Plus,Two year,Mailed check,0,0,680.7,No
C-10738,6,47.53,276.04,Standard,Month-to-month,Mailed check,0,3,171.4,Yes
C-10739,98,86.17,8792.78,Standard,Two year,Mailed check,0,5,586.8,Yes
C-10740,47,63.18,2932.2,Basic,Month-to-month,Mailed check,0,6,151.2,Yes
C-10741,16,27.32,422.53,Premium Plus,Month-to-month,Bank transfer,0,7,192.2,No
C-10742,32,62.49,2084.91,Premium Plus,One year,Electronic check,0,3,400.9,No
C-10743,90,66.49,6223.96,Basic,Two year,Mailed check,0,8,857.6,No
C-10744,11,67.93,727.19,Standard,Month-to-month,Mailed check,0,3,822.7,Yes
C-10745,8,73.9,577.08,Basic,One year,Mailed check,0,2,97.0,Yes
C-10746,103,33.97,3542.59,Standard,Two year,Electronic check,0,6,665.6,No
C-10747,12,96.01,1133.42,Premium Plus,Month-to-month,Electronic check,0,0,715.2,No
C-10748,6,23.03,139.37,Premium,Month-to-month,Electronic check,0,3,463.9,No
C-10749,10,98.36,993.92,Premium,Month-to-month,Mailed check,0,5,322.8,No
C-10750,11,84.56,897.41,Premium,One year,Credit card,0,4,472.6,No
C-10751,8,37.57,296.94,Premium,Two year,Electronic check,0,8,425.1,Yes
C-10752,1,79.92,78.68,Basic,Two year,Bank transfer,0,1,363.6,Yes
C-10753,45,35.0,1621.89,Premium Plus,Two year,Mailed check,0,5,370.4,No
C-10754,3,51.01,156.31,Standard,Two year,Credit card,0,0,401.7,Yes
C-10755,31,80.21,2554.23,Premium Plus,Two year,Mailed check,0,2,114.2,No
C-10756,37,112.81,4197.26,Premium Plus,One year,Electronic check,1,4,585.5,Yes
C-10757,47,37.74,1719.48,Premium Plus,One year,Mailed check,1,8,604.1,No
C-10758,81,44.22,3508.45,Basic,Month-to-month,Mailed check,0,8,540.0,No
C-10759,43,49.76,2060.62,Basic,Month-to-month,Credit card,1,3,147.4,No
C-10760,38,66.2,2487.9,Basic,One year,Bank transfer,0,5,696.4,No
C-10761,2,60.33,122.87,Standard,Two year,Bank transfer,0,3,865.7,Yes
C-10762,6,28.46,167.18,Premium Plus,One year,Electronic check,0,3,673.9,Yes
C-10763,56,75.61,4219.63,Standard,One year,Electronic check,0,5,91.5,No
C-10764,3,43.88,127.62,Standard,Month-to-month,Bank transfer,1,5,802.1,No
C-10765,10,92.85,924.3,Standard,Month-to-month,Credit card,0,1,517.3,No
C-10766,28,79.33,2181.93,Standard,One year,Mailed check,0,0,801.2,No
C-10767,6,27.68,173.75,Basic,Two year,Credit card,0,1,447.8,No
C-10768,90,92.03,7890.57,Basic,Month-to-month,Electronic check,1,1,341.1,Yes
C-10769,76,74.97,5775.68,Basic,Month-to-month,Credit card,0,4,672.6,Yes
C-10770,12,110.79,1344.07,Basic,Two year,Bank transfer,0,2,804.1,No
C-10771,9,80.37,695.04,Basic,Two year,Bank transfer,0,3,254.3,No
C-10772,107,103.81,10727.43,Standard,One year,Mailed check,0,8,184.2,No
C-10773,32,47.5,1449.55,Premium,One year,Bank transfer,0,2,496.5,No
C-10774,96,24.29,2270.66,Premium,Two year,Credit card,0,6,425.7,No
C-10775,5,89.37,425.31,Basic,Two year,Electronic check,0,3,794.9,No
C-10776,5,108.49,559.71,Premium,One year,Electronic check,0,6,189.4,No
C-10777,99,52.04,5025.24,Standard,Month-to-month,Bank transfer,1,5,103.7,No
C-10778,89,75.03,6667.83,Premium Plus,Two year,Mailed check,0,3,886.5,No
C-10779,41,94.97,3701.01,Basic,Month-to-month,Credit card,0,3,347.8,No
C-10780,32,106.28,3358.21,Standard,One year,Electronic check,0,0,146.1,Yes
C-10781,63,89.11,5890.8,Basic,Two year,Electronic check,1,4,300.0,No
C-10782,13,91.47,1219.58,Premium Plus,One year,Credit card,0,6,790.4,Yes
C-10783,45,84.17,3801.01,Premium Plus,Month-to-month,Bank transfer,1,6,594.9,Yes
C-10784,27,53.04,1404.81,Basic,One year,Mailed check,0,2,808.1,No
C-10785,8,103.92,825.53,Standard,One year,Electronic check,0,6,582.7,No
C-10786,5,67.3,352.39,Premium Plus,Two year,Electronic check,0,7,206.1,No
C-10787,29,76.17,2244.83,Standard,Two year,Bank transfer,0,3,814.8,No
C-10788,23,109.71,2639.41,Basic,One year,Electronic check,1,2,817.9,No
C-10789,83,22.99,1941.86,Standard,One year,Credit card,0,4,138.5,No
C-10790,91,57.83,5007.26,Premium Plus,Two year,Credit card,0,6,142.5,No
C-10791,16,100.72,1550.31,Premium,Two year,Mailed check,0,4,394.9,No
C-10792,16,78.76,1304.85,Premium,Two year,Mailed check,0,7,692.0,No
C-10793,1,86.77,82.97,Premium Plus,Two year,Electronic check,0,1,760.3,No
C-10794,89,40.21,3694.48,Basic,Two year,Electronic check,0,0,854.1,No
C-10795,89,25.6,2359.93,Premium,Month-to-month,Bank transfer,0,0,440.6,No
C-10796,23,72.18,1698.32,Premium Plus,Two year,Mailed check,0,4,286.9,Yes
C-10797,111,64.27,7097.6,Premium,One year,Mailed check,0,6,700.9,No
C-10798,94,33.0,3178.27,Standard,One year,Credit card,0,7,835.2,No
C-10799,2,76.54,155.75,Basic,One year,Bank transfer,0,1,875.0,No
C-10800,28,65.39,1870.27,Basic,Month-to-month,Mailed check,1,3,349.6,Yes
C-10801,76,66.72,5273.1,Basic,One year,Mailed check,0,1,126.0,No
C-10802,13,57.98,766.53,Standard,One year,Mailed check,0,7,476.4,No
C-10803,61,32.13,1920.09,Standard,One year,Bank transfer,0,0,669.8,No
C-10804,22,52.3,1187.13,Standard,One year,Credit card,0,4,299.2,Yes
C-10805,2,65.17,135.91,Premium,Month-to-month,Credit card,0,7,620.5,Yes
C-10806,15,27.52,426.04,Standard,Two year,Mailed check,0,1,587.7,No
C-10807,45,113.06,5255.47,Premium Plus,Month-to-month,Credit card,0,3,696.6,Yes
C-10808,33,44.3,1435.36,Basic,Two year,Electronic check,0,5,252.3,No
C-10809,120,22.29,2662.38,Premium Plus,One year,Electronic check,0,6,783.2,No
C-10810,104,110.03,11489.6,Standard,Month-to-month,Electronic check,0,2,211.6,Yes
C-10811,59,87.39,4905.86,Basic,One year,Bank transfer,0,8,890.7,No
C-10812,12,46.49,582.26,Standard,Two year,Electronic check,0,2,335.0,No
C-10813,87,95.5,8116.17,Basic,Two year,Credit card,0,8,302.6,No
C-10814,2,32.69,66.63,Basic,One year,Mailed check,0,8,423.8,No
C-10815,45,116.91,5384.81,Standard,One year,Electronic check,1,1,298.2,No
C-10816,117,74.57,8599.87,Premium Plus,Month-to-month,Mailed check,0,3,812.0,No
C-10817,87,59.05,4893.95,Standard,Two year,Credit card,0,4,379.6,No
C-10818,11,26.35,291.07,Premium Plus,One year,Credit card,0,8,477.7,No
C-10819,15,52.01,791.33,Standard,One year,Bank transfer,1,8,60.5,Yes
C-10820,23,82.52,1808.74,Standard,One year,Bank transfer,0,6,380.0,No
C-10821,70,65.66,4779.94,Basic,Month-to-month,Mailed check,0,5,776.1,Yes
C-10822,41,38.26,1545.6,Premium Plus,One year,Bank transfer,0,2,596.2,No
C-10823,23,73.27,1759.46,Premium,One year,Electronic check,1,5,400.1,Yes
C-10824,38,88.45,3525.59,Premium,Month-to-month,Credit card,0,2,827.7,Yes
C-10825,61,36.77,2286.62,Standard,One year,Bank transfer,1,8,570.7,No
C-10826,52,42.36,2098.24,Basic,Two year,Credit card,0,8,280.8,No
C-10827,90,52.44,4607.14,Premium,One year,Electronic check,0,3,317.6,No
C-10828,12,109.39,1268.68,Basic,Month-to-month,Mailed check,1,8,759.7,No
C-10829,67,43.6,2864.99,Basic,Month-to-month,Bank transfer,1,4,441.1,Yes
C-10830,59,40.23,2305.8,Standard,Two year,Credit card,0,7,671.4,No
C-10831,8,99.88,780.32,Premium Plus,One year,Mailed check,0,1,298.1,No
C-10832,7,97.63,717.42,Standard,One year,Credit card,0,8,110.5,Yes
C-10833,20,20.67,415.79,Premium,Month-to-month,Bank transfer,0,6,196.7,No
C-10834,18,75.74,1400.53,Premium Plus,One year,Credit card,0,7,512.7,No
C-10835,41,106.26,4567.15,Standard,One year,Bank transfer,0,8,591.0,No
C-10836,84,99.66,8373.14,Premium,Two year,Bank transfer,1,1,872.8,No
C-10837,83,22.54,1846.97,Basic,Month-to-month,Mailed check,0,3,121.1,No
C-10838,27,84.27,2162.79,Basic,One year,Bank transfer,1,7,88.4,Yes
C-10839,35,83.3,3017.87,Standard,Two year,Credit card,0,6,552.6,No
C-10840,101,69.96,7024.32,Standard,One year,Bank transfer,0,6,185.8,No
C-10841,2,56.63,108.39,Standard,One year,Mailed check,0,2,654.4,No
C-10842,12,33.37,414.1,Basic,Month-to-month,Electronic check,0,4,584.2,Yes
C-10843,4,93.83,362.56,Basic,Two year,Credit card,0,5,80.3,Yes
C-10844,20,60.4,1256.3,Basic,Two year,Credit card,0,7,329.5,No
C-10845,66,82.77,5704.35,Premium Plus,Month-to-month,Bank transfer,0,2,579.6,No
C-10846,109,109.97,12429.08,Standard,Two year,Credit card,0,1,602.2,Yes
C-10847,14,65.72,894.07,Standard,Month-to-month,Mailed check,0,0,333.7,No
C-10848,15,77.66,1118.4,Standard,Two year,Credit card,0,5,612.1,Yes
C-10849,12,50.32,595.61,Standard,Month-to-month,Mailed check,1,8,230.7,Yes
C-10850,41,61.79,2630.29,Premium Plus,Two year,Mailed check,0,2,738.9,No
C-10851,40,114.19,4774.55,Premium,One year,Credit card,1,1,211.6,No
C-10852,116,102.49,11377.48,Premium Plus,Month-to-month,Electronic check,0,5,267.1,Yes
C-10853,113,111.07,12333.62,Basic,Month-to-month,Mailed check,0,2,185.4,No
C-10854,8,99.32,798.37,Premium Plus,Two year,Mailed check,0,0,802.0,No
C-10855,45,68.89,3080.94,Premium Plus,Two year,Mailed check,0,5,620.6,No
C-10856,54,43.68,2427.2,Premium Plus,Month-to-month,Electronic check,0,3,74.6,No
C-10857,40,112.25,4314.66,Basic,Two year,Electronic check,1,5,761.6,No
C-10858,16,107.2,1658.17,Basic,Month-to-month,Bank transfer,0,0,137.7,No
C-10859,32,47.72,1451.44,Standard,Month-to-month,Credit card,0,7,129.4,Yes
C-10860,99,80.87,8191.68,Basic,Month-to-month,Electronic check,0,3,192.2,No
C-10861,110,66.66,7459.77,Standard,Month-to-month,Electronic check,0,1,381.4,No
C-10862,8,111.33,858.22,Basic,Month-to-month,Bank transfer,0,8,698.4,Yes
C-10863,28,112.55,3113.67,Standard,Month-to-month,Mailed check,0,8,71.3,Yes
C-10864,20,85.06,1664.12,Premium,Two year,Electronic check,0,1,298.9,No
C-10865,93,72.48,6494.36,Premium,Month-to-month,Bank transfer,0,6,168.2,Yes
C-10866,36,104.69,3885.85,Premium,Two year,Electronic check,0,3,661.2,No
C-10867,53,97.92,5165.75,Premium Plus,Month-to-month,Mailed check,0,4,220.2,Yes
C-10868,66,52.66,3375.47,Premium,One year,Electronic check,0,4,850.9,No
C-10869,13,34.08,428.06,Premium Plus,Month-to-month,Mailed check,0,8,475.7,No
C-10870,2,79.91,158.72,Basic,One year,Electronic check,0,6,251.7,No
C-10871,17,73.1,1200.27,Basic,One year,Electronic check,0,3,649.0,No
C-10872,37,44.97,1648.17,Basic,Month-to-month,Credit card,0,7,369.6,No
C-10873,46,26.49,1202.94,Premium Plus,Two year,Credit card,0,2,854.4,No
C-10874,44,104.16,4374.11,Standard,One year,Electronic check,0,1,729.7,Yes
C-10875,7,40.72,278.66,Premium Plus,Two year,Electronic check,0,7,196.0,No
C-10876,5,21.31,102.8,Basic,Two year,Electronic check,0,1,878.3,No
C-10877,4,28.44,113.33,Basic,One year,Mailed check,0,5,127.0,Yes
C-10878,3,56.11,162.86,Premium,One year,Mailed check,0,0,74.6,No
C-10879,78,54.89,4175.99,Premium,One year,Electronic check,0,3,161.2,No
C-10880,3,39.9,124.72,Standard,Two year,Credit card,0,4,764.2,No
C-10881,86,102.32,9090.51,Basic,One year,Credit card,0,0,87.0,No
C-10882,43,61.48,2518.05,Basic,One year,Electronic check,1,1,102.5,No
C-10883,118,66.74,7942.7,Premium,Month-to-month,Electronic check,0,4,542.3,No
C-10884,56,86.77,4912.84,Basic,One year,Electronic check,0,4,603.1,Yes
C-10885,109,98.33,10678.58,Premium Plus,Two year,Credit card,0,1,743.5,Yes
C-10886,92,75.65,6681.11,Premium,Month-to-month,Mailed check,0,7,300.8,Yes
C-10887,4,67.99,267.13,Premium,Month-to-month,Mailed check,0,3,679.1,Yes
C-10888,46,76.85,3609.86,Basic,Two year,Bank transfer,0,2,802.1,Yes
C-10889,13,41.43,557.13,Basic,Two year,Electronic check,0,1,405.0,No
C-10890,23,86.54,1909.82,Basic,Two year,Electronic check,1,3,370.3,No
C-10891,101,109.74,11125.31,Basic,One year,Bank transfer,1,8,85.7,No
C-10892,11,112.81,1193.79,Premium,One year,Bank transfer,0,8,491.0,Yes
C-10893,34,118.29,3845.59,Premium,One year,Electronic check,1,4,513.7,No
C-10894,88,52.02,4387.84,Basic,Month-to-month,Credit card,1,1,702.3,Yes
C-10895,8,71.09,549.69,Premium Plus,Two year,Credit card,1,8,819.2,Yes
C-10896,20,92.62,1916.85,Premium Plus,Two year,Electronic check,1,4,96.2,No
C-10897,56,91.34,5040.67,Premium,Month-to-month,Electronic check,0,7,815.7,Yes
C-10898,27,68.75,1908.05,Standard,One year,Credit card,0,6,212.6,No
C-10899,5,112.62,575.51,Premium,Two year,Credit card,0,0,283.1,Yes
C-10900,39,26.48,995.78,Basic,Month-to-month,Bank transfer,0,3,753.4,Yes
C-10901,81,74.26,6189.1,Standard,Month-to-month,Mailed check,0,4,509.1,No
C-10902,34,24.11,791.16,Premium Plus,Month-to-month,Credit card,1,1,416.9,No
C-10903,7,49.99,357.8,Standard,Month-to-month,Bank transfer,0,2,898.8,No
C-10904,36,60.74,2077.4,Standard,Month-to-month,Mailed check,0,3,96.8,No
C-10905,42,75.63,3024.6,Basic,One year,Mailed check,0,5,821.4,No
C-10906,41,69.56,2894.82,Premium,Month-to-month,Mailed check,0,4,289.8,No
C-10907,85,104.51,9103.23,Premium Plus,Two year,Mailed check,0,4,559.4,No
C-10908,5,74.1,355.57,Basic,One year,Electronic check,0,7,287.5,No
C-10909,8,103.97,835.58,Standard,One year,Mailed check,0,6,645.0,No
C-10910,106,113.03,11490.31,Premium Plus,Two year,Bank transfer,0,4,882.3,No
C-10911,1,32.41,33.53,Standard,Two year,Credit card,0,5,267.0,Yes
C-10912,95,24.45,2375.75,Basic,Month-to-month,Mailed check,0,8,692.3,No
C-10913,79,62.12,4711.18,Standard,One year,Bank transfer,1,5,372.8,No
C-10914,4,68.55,268.75,Basic,Month-to-month,Mailed check,0,4,505.5,Yes
C-10915,39,24.7,1002.12,Premium Plus,One year,Credit card,0,6,477.9,No
C-10916,3,98.92,291.14,Premium,Month-to-month,Credit card,0,5,471.6,No
C-10917,107,73.75,8102.74,Basic,Two year,Mailed check,0,3,716.3,No
C-10918,4,33.09,136.11,Premium,One year,Mailed check,0,6,342.7,No
C-10919,37,30.84,1090.15,Premium,Two year,Credit card,0,2,778.7,No
C-10920,8,35.22,287.22,Standard,One year,Credit card,0,4,397.0,No
C-10921,68,26.73,1905.52,Basic,Month-to-month,Electronic check,0,5,825.0,Yes
C-10922,45,99.69,4502.58,Premium Plus,Month-to-month,Electronic check,0,7,554.6,No
C-10923,88,91.1,8093.38,Standard,Month-to-month,Bank transfer,1,7,841.8,Yes
C-10924,3,64.61,192.38,Premium Plus,One year,Mailed check,1,1,832.4,No
C-10925,2,72.88,141.79,Standard,Two year,Bank transfer,0,6,787.8,Yes
C-10926,4,75.41,291.83,Standard,One year,Mailed check,1,1,624.3,No
C-10927,33,52.43,1690.11,Premium,One year,Electronic check,0,6,273.8,No
C-10928,58,85.22,5130.61,Premium,Two year,Electronic check,0,2,853.4,Yes
C-10929,24,118.47,2978.95,Premium,Two year,Electronic check,0,7,428.2,No
C-10930,79,44.29,3495.16,Premium,Two year,Electronic check,0,3,788.8,No
C-10931,94,36.97,3490.09,Basic,One year,Electronic check,0,6,868.3,Yes
C-10932,3,52.9,166.3,Standard,Month-to-month,Bank transfer,0,8,482.6,No
C-10933,17,82.41,1332.58,Standard,One year,Electronic check,1,8,118.1,No
C-10934,87,67.42,5774.82,Premium,Two year,Mailed check,1,4,273.4,No
C-10935,57,46.19,2596.4,Basic,Two year,Electronic check,0,7,566.3,No
C-10936,32,90.46,3013.5,Basic,Month-to-month,Bank transfer,0,3,600.7,No
C-10937,8,73.66,593.28,Premium,Two year,Credit card,0,8,492.2,No
C-10938,24,79.89,1982.07,Premium,One year,Electronic check,0,4,765.4,No
C-10939,17,57.68,984.53,Basic,Month-to-month,Credit card,1,4,207.0,No
C-10940,16,103.16,1607.36,Standard,Two year,Electronic check,0,2,879.7,No
C-10941,97,59.19,5952.1,Standard,Two year,Electronic check,0,8,836.3,Yes
C-10942,15,32.11,457.67,Basic,Month-to-month,Electronic check,0,8,384.2,Yes
C-10943,85,31.46,2772.46,Basic,Two year,Credit card,1,6,162.2,No
C-10944,9,38.94,341.18,Premium Plus,Month-to-month,Bank transfer,0,5,605.9,No
C-10945,11,71.03,802.15,Basic,One year,Mailed check,0,3,324.5,No
C-10946,91,51.64,4931.66,Basic,Month-to-month,Credit card,0,6,829.4,No
C-10947,3,101.74,303.31,Premium,One year,Electronic check,1,5,76.4,No
C-10948,4,63.29,263.41,Premium Plus,One year,Credit card,0,5,311.2,Yes
C-10949,12,29.03,342.23,Standard,One year,Credit card,0,4,708.8,No
C-10950,98,72.28,7033.78,Basic,One year,Mailed check,0,4,525.3,No
C-10951,90,92.56,7926.73,Premium Plus,Month-to-month,Mailed check,0,8,424.1,No
C-10952,10,72.91,751.18,Premium Plus,Two year,Credit card,0,2,364.9,Yes
C-10953,11,65.45,685.56,Premium Plus,Month-to-month,Electronic check,0,2,422.6,Yes
C-10954,63,104.93,6645.82,Standard,One year,Electronic check,0,5,845.0,No
C-10955,10,56.12,572.76,Premium,Month-to-month,Mailed check,0,7,309.3,Yes
C-10956,14,29.66,411.2,Standard,One year,Mailed check,0,6,283.7,No
C-10957,15,80.32,1150.99,Premium Plus,One year,Bank transfer,0,5,283.8,Yes
C-10958,14,102.33,1480.61,Premium,Two year,Bank transfer,0,6,714.8,No
C-10959,13,104.49,1403.26,Standard,Month-to-month,Electronic check,1,0,113.2,Yes
C-10960,80,112.53,8706.83,Premium,One year,Mailed check,0,4,772.0,Yes
C-10961,102,70.31,6854.93,Premium,Two year,Credit card,1,8,607.6,No
C-10962,15,88.88,1276.2,Premium Plus,Month-to-month,Bank transfer,0,0,464.4,No
C-10963,3,114.3,325.79,Basic,Month-to-month,Mailed check,0,7,804.2,Yes
C-10964,12,28.62,351.82,Standard,One year,Mailed check,0,7,104.7,No
C-10965,16,24.39,397.28,Premium Plus,Month-to-month,Electronic check,1,7,275.4,No
C-10966,11,77.4,828.16,Premium,Two year,Mailed check,0,8,453.4,No
C-10967,31,54.46,1673.64,Premium,One year,Electronic check,1,8,837.6,No
C-10968,103,100.48,9905.16,Basic,Month-to-month,Bank transfer,1,5,98.1,No
C-10969,66,86.4,5926.16,Premium Plus,Month-to-month,Mailed check,0,5,427.8,Yes
C-10970,30,107.14,3141.24,Standard,One year,Credit card,0,0,686.1,No
C-10971,103,78.83,8469.4,Standard,Two year,Mailed check,1,8,315.1,No
C-10972,18,100.02,1875.08,Premium Plus,Two year,Electronic check,1,5,340.6,No
C-10973,111,112.7,12325.11,Basic,One year,Bank transfer,0,6,193.9,No
C-10974,24,102.47,2416.13,Basic,Two year,Electronic check,1,7,588.3,No
C-10975,48,22.76,1048.79,Basic,Month-to-month,Credit card,0,1,564.9,Yes
C-10976,2,52.85,100.99,Premium,Two year,Mailed check,1,2,592.4,No
C-10977,95,82.1,7954.42,Standard,One year,Electronic check,1,2,898.5,No
C-10978,12,33.52,396.5,Premium Plus,One year,Electronic check,0,0,192.6,No
C-10979,95,111.9,10863.81,Basic,One year,Mailed check,0,5,872.0,Yes
C-10980,44,83.37,3791.08,Premium,Month-to-month,Electronic check,0,7,651.5,Yes
C-10981,20,79.5,1568.72,Basic,One year,Electronic check,0,3,619.8,No
C-10982,7,20.97,153.69,Premium Plus,One year,Electronic check,1,3,639.6,No
C-10983,7,47.74,334.4,Standard,Month-to-month,Bank transfer,1,1,120.5,Yes
C-10984,47,81.34,3867.09,Basic,Month-to-month,Mailed check,1,8,361.7,Yes
C-10985,30,88.6,2533.94,Premium,Month-to-month,Credit card,0,7,538.3,Yes
C-10986,6,21.92,134.38,Premium Plus,Two year,Credit card,0,4,97.0,No
C-10987,32,70.1,2174.52,Standard,Two year,Bank transfer,1,4,548.1,Yes
C-10988,56,22.05,1277.59,Premium Plus,One year,Bank transfer,0,5,66.8,No
C-10989,23,54.79,1236.62,Basic,Month-to-month,Mailed check,0,6,214.3,No
C-10990,10,73.72,770.15,Standard,Two year,Mailed check,0,3,723.0,Yes
C-10991,42,105.6,4231.11,Basic,Month-to-month,Credit card,0,0,359.2,Yes
C-10992,6,96.43,600.94,Premium Plus,Two year,Electronic check,0,1,382.6,Yes
C-10993,104,99.46,10835.46,Basic,One year,Credit card,1,5,693.6,No
C-10994,107,105.72,11618.67,Standard,Month-to-month,Bank transfer,0,2,392.0,No
C-10995,28,61.91,1710.95,Standard,Month-to-month,Mailed check,1,1,274.9,Yes
